,instance_name,sample_num,xover_rate,mut_rate,pop_size,num_gen,n_kp,mean_f1,median_f1,variance_f1,sample_size,min_f1,max_f1,mean_f2,median_f2,variance_f2,min_f2,max_f2,mean_f3,median_f3,variance_f3,min_f3,max_f3,hypervolume
0,r_100_25_10,1,0.9,0.1,100,200,10,7746.440092,7870,272914.3634,100,6495,8528.509434,1692.02,1708,14701.5596,1408,1921,528.94,540.5,5025.5364,322,645,6025240202
1,r_100_25_10,1,0.9,0.1,150,200,10,7618.539883,7616.380952,341691.9717,150,6489,8687.561905,1501.713333,1505,12698.32449,1279,1731,393.9266667,388.5,8739.054622,131,629,6409820731
2,r_100_25_10,1,0.9,0.1,200,200,10,8344.155062,8378.5,343776.5366,200,7063,9287,1530.555,1503.5,18314.98697,1296,1862,477.0863158,501,9550.863685,204,673.2631579,7446430933
3,r_100_25_10,1,0.9,0.1,250,200,10,7963.811266,8070,384983.9107,250,6035.019139,8960.954401,1610.024,1605,24340.59942,1282,1930,388.8356526,381,4674.843117,202,522,5516747536
4,r_100_25_10,1,0.8,0.2,100,200,10,7475.890176,7499.057416,829318.8354,100,5676,9009.568235,1536.22,1524.5,40042.9116,1195,1924,434.85,456,15551.1475,202,630,6889405346
5,r_100_25_10,1,0.8,0.2,150,200,10,7566.660647,7560.5,345223.7855,150,6450,8758.304485,1586.846667,1600.5,25549.02316,1280,1903,425.281471,432,11271.1832,0,584,5979899475
6,r_100_25_10,1,0.8,0.2,200,200,10,7481.794992,7523.738938,836631.3146,200,5151,8962.820084,1495.87,1495.5,38084.7731,1140,1880,401.01776,416,19880.73422,0,635,7099878379
7,r_100_25_10,1,0.8,0.2,250,200,10,7532.796952,7587.5,660808.5975,250,5659,9057.631883,1535.984,1522.5,40907.26374,1123,2017,511.0642661,509,11321.96455,93,700,7893220240
8,r_100_25_10,1,0.7,0.3,100,200,10,7511.756688,7581.427068,370882.3156,100,5894,8404.346516,1593.08,1572.5,30503.5536,1316,1952,444.2746479,464,16381.19705,96,609.3521127,5959103454
9,r_100_25_10,1,0.7,0.3,150,200,10,7646.450468,7720,690731.1832,150,5784,9010.171429,1516.286667,1503,29472.37782,1203,1858,464.9952941,498,16897.42752,105,661.6470588,7287242799
10,r_100_25_10,1,0.7,0.3,200,200,10,7647.640421,7769.19933,593542.8108,200,5379,8959.032092,1561.49,1557.5,41607.4999,1165,2042,511.257431,525.5,23293.61244,0,726.6945607,8035093378
11,r_100_25_10,1,0.7,0.3,250,200,10,7788.565442,7899.80786,626529.9676,250,6118,9088.981308,1437.844,1435.5,26033.75566,1117,1762,449.616,469,11975.16454,98,634,7637593917
12,r_100_25_10,1,0.6,0.4,100,200,10,6928.45392,6968.899506,630435.4554,100,5076,8291.795106,1503.98,1482.5,41378.6396,1162,1903,281.2866095,300,11109.61183,57,444,4490145152
13,r_100_25_10,1,0.6,0.4,150,200,10,8178.204366,8261,595802.6484,150,6514,9440,1559.566667,1537.5,34887.17889,1262,1956,541.9045735,556,13837.46348,232,716.6462882,8199961155
14,r_100_25_10,1,0.6,0.4,200,200,10,7261.690313,7542.60044,1451846.299,200,4665,9245.85446,1581.745,1598.5,45384.91997,1112,1998,423.394388,454,26593.06417,62,661.7345133,6931935774
15,r_100_25_10,1,0.6,0.4,250,200,10,7728.978962,7740.5,755413.037,250,5835,9333.241627,1395.952,1378,30651.9577,1085,1780,533.772,524,18872.60002,0,766,9485359800
16,r_100_25_10,1,0.5,0.5,100,200,10,7202.105722,7327,927065.6353,100,4744,8614.380952,1541.56,1554,31917.3064,1238,1848,436.6147334,475,18803.19927,131,629,6483716483
17,r_100_25_10,1,0.5,0.5,150,200,10,7314.254799,7454.5,697502.74,150,5467,8717.631336,1510.633333,1498.5,48621.04556,1155,1901,441.8790476,437.5,18521.76972,96,659,7123932617
18,r_100_25_10,1,0.5,0.5,200,200,10,6660.944229,6719.5,1375206.497,200,4441,8768.08021,1477.245,1452.5,43652.42498,1153,1955,343.2622248,304,26089.96994,7,659.3207547,6635538135
19,r_100_25_10,1,0.5,0.5,250,200,10,6741.033149,6897.5,1252527.429,250,4274,8542.712094,1402.748,1389.5,64720.4525,941,1943,356.3954286,358,22981.44996,0,622,7017846030
20,r_100_25_10,1,0.4,0.6,100,200,10,5851.091689,6154,1092795.713,100,3598,7302.320755,1426.1,1456,59356.79,976,1834,343.1770638,376,19982.94574,42,600,5494791373
21,r_100_25_10,1,0.4,0.6,150,200,10,7059.513705,7172.604762,572915.7437,150,5170,8303.998202,1515.366667,1521.5,49864.93889,1147,1964,404.0202696,407,16975.18369,0,626.7733333,6500518393
22,r_100_25_10,1,0.4,0.6,200,200,10,7453.891426,7520.382609,722383.8958,200,5065,8744.254909,1487.68,1470.5,47149.7576,1067,2006,471.207619,477,11634.556,110,656,7495989830
23,r_100_25_10,1,0.4,0.6,250,200,10,6258.512657,6411.5,1735023.97,250,3367,8621.962441,1351.74,1314.5,92150.3924,838,1988,319.08201,319,29747.69458,0,610,6944928932
24,r_100_25_10,1,0.3,0.7,100,200,10,6427.918308,6537.772152,905991.3038,100,4526,8143.130251,1568.72,1593,53413.4616,1157,2057,426.804069,441,13662.81296,88,602,5728868741
25,r_100_25_10,1,0.3,0.7,150,200,10,6302.402614,6463,1448482.763,150,3853,8160.188724,1418.893333,1389,59025.05529,1002,1906,329.1108148,317.5,18301.1902,0,553,5841793301
26,r_100_25_10,1,0.3,0.7,200,200,10,6569.183605,6762.5,1349449.536,200,4223,8815,1452.735,1434,55487.49478,1055,1900,335.07,327,20190.1151,0,600,6398906148
27,r_100_25_10,1,0.3,0.7,250,200,10,6645.987692,6684.5,951785.0366,250,4447,8533,1400.704,1391,36786.45638,1010,1816,394.196,393,16455.70958,0,690,7411739289
28,r_100_25_10,1,0.2,0.8,100,200,10,5798.003525,5946.590419,974861.0352,100,3781,7581.610384,1794.51,1819.5,86987.6099,1318,2342,269.2935916,268,18544.82502,0,502,3466446305
29,r_100_25_10,1,0.2,0.8,150,200,10,6798.155494,6831.852814,689567.1362,150,4893,8462.098415,1487.6,1464,36644.85333,1139,1907,415.29899,434.5,19781.64081,0,637.9330144,6578329577
30,r_100_25_10,1,0.2,0.8,200,200,10,6102.050999,6184.271429,847518.1597,200,4116,7531.271867,1532.025,1509.5,95448.26438,1053,2138,400.7635153,406,18337.74858,64,643,5763439446
31,r_100_25_10,1,0.2,0.8,250,200,10,5794.448282,5929.9,1885750.029,250,2956,8206.808722,1366.708,1316.5,70278.79074,921,2037,298.824239,290,20685.59436,0,588,6001905136
32,r_100_25_10,1,0.1,0.9,100,200,10,5411.171447,5459.018519,910187.5739,100,3558,7238.273775,1655.78,1624,97005.6316,1191,2302,284.2423445,265.5,22120.53131,0,570,3821281324
33,r_100_25_10,1,0.1,0.9,150,200,10,5645.959959,5767.268293,932495.4502,150,3597,7311.3846,1628.453333,1602.5,66986.75449,1218,2243,313.6039308,300,17031.60206,19,554.0912863,4190608302
34,r_100_25_10,1,0.1,0.9,200,200,10,5785.269908,5837,1307994.65,200,3762,7859.218149,1459.005,1402.5,75689.75498,1028,2085,305.2495116,311,20749.4938,0,586,5376456581
35,r_100_25_10,1,0.1,0.9,250,200,10,5665.554237,5967,1456374.087,250,3264,7634.259259,1486.572,1475,88445.28482,954,2093,280.0380221,243.5,26765.25299,0,560,5125274556
36,r_100_50_4,1,0.9,0.1,100,200,10,10869.44198,11077.7788,2163973.047,100,7793,12951.55417,1684.54,1690,40381.5284,1288,2074,614.6744037,623,33847.40294,212,926,13547857295
37,r_100_50_4,1,0.9,0.1,150,200,10,10408.26983,10500.96279,3031835.322,150,6673,13254.16092,1571,1566,61836.28,1126,2058,732.9066667,690,46076.51129,237,1149,18010791480
38,r_100_50_4,1,0.9,0.1,200,200,10,11544.68566,11699.97554,823230.5204,200,9373,13201.7458,1765.255,1741,22857.90997,1470,2089,761.4575663,779,26536.88688,355,1062,14858398802
39,r_100_50_4,1,0.9,0.1,250,200,10,12027.42072,12252.96049,1302143.408,250,8301,13729.59798,1757.476,1774,37462.38542,1334,2160,796.3536932,802,27668.62088,250,1106,17001743845
40,r_100_50_4,1,0.8,0.2,100,200,10,9891.600091,10111.75099,1831266.819,100,7148,12287.49932,1673.78,1653,75141.8716,1233,2122,573.4421941,597.5,46495.45364,118,951.4586777,12537604748
41,r_100_50_4,1,0.8,0.2,150,200,10,11593.89336,11629.74974,1544637.028,150,8853,13915.26011,1746.18,1729,42663.93427,1362,2339,542.024082,528,52708.60488,0,950,13642550501
42,r_100_50_4,1,0.8,0.2,200,200,10,11151.91107,11303,1974849.555,200,8055,13507.46167,1608.235,1592.5,45321.86978,1229,2041,770.73,798,28526.2371,255,1087,17611509713
43,r_100_50_4,1,0.8,0.2,250,200,10,11867.3881,11983.5,1708886.439,250,9154,14050.37025,1634.22,1613.5,37991.8916,1301,2019,763.192,770,43303.95514,224,1107,18169879355
44,r_100_50_4,1,0.7,0.3,100,200,10,10958.05551,10871.92791,1310696.631,100,8837,13311.66433,1754.66,1738,44154.8644,1370,2111,577.0710756,608,29289.38628,210,847.1590909,11868752537
45,r_100_50_4,1,0.7,0.3,150,200,10,10677.04581,10916.05556,2123621.461,150,7568,12915.76105,1600,1596,42914.76,1238,1976,679.3732417,676.5,31269.5817,268,991,15546717980
46,r_100_50_4,1,0.7,0.3,200,200,10,11315.49313,11369.5,1694012.729,200,8751,13623.81575,1626.62,1620.5,42276.6056,1311,2082,682.2483104,702.5,56308.87366,0,1090,17117914183
47,r_100_50_4,1,0.7,0.3,250,200,10,10207.02165,10374.37185,2194722.711,250,6629,12578.46437,1691.868,1698.5,75945.14658,1161,2182,712.0239812,735,40326.4568,190,1007.805556,14763363874
48,r_100_50_4,1,0.6,0.4,100,200,10,9161.643569,9306.623273,2406656.612,100,6038,11436.88526,1605.46,1586.5,102767.0884,1127,2250,558.8482762,542,56030.58038,51,997.0212766,12699678311
49,r_100_50_4,1,0.6,0.4,150,200,10,9879.499514,9993.376623,3193530.457,150,6327,12835.44033,1540.553333,1506.5,83700.19382,1084,2149,509.9847402,480.5,55626.61986,87,934,14135717410
50,r_100_50_4,1,0.6,0.4,200,200,10,9957.290057,10283.5,4254078.013,200,5699,13307.57042,1543.935,1525,94749.87078,996,2124,500.2011637,475.5,66650.14021,0,995,15450650552
51,r_100_50_4,1,0.6,0.4,250,200,10,11182.32701,11258.85803,2134812.788,250,7802,13468.04585,1647.06,1628,54071.1524,1223,2201,654.2340582,632.5,57245.18977,103,1115,17128746523
52,r_100_50_4,1,0.5,0.5,100,200,10,10361.58911,10527.83123,1675258.209,100,7521.558952,12633.3916,1822.59,1791,96265.0019,1347,2407,517.6075474,516,50515.32371,79,920.9878543,11239880621
53,r_100_50_4,1,0.5,0.5,150,200,10,9324.184797,9509.493274,2877080.85,150,5785,11879.53517,1686.753333,1647.5,122251.1725,1167,2395,524.7175359,506,61271.49585,76,972.962963,11903698010
54,r_100_50_4,1,0.5,0.5,200,200,10,8965.059046,9087.5,3722725.709,200,5150,12514.11302,1584.295,1587,92062.61798,1099,2304,488.422113,448,76633.95333,0,966.9823009,13152144853
55,r_100_50_4,1,0.5,0.5,250,200,10,9597.605609,9700.769811,3075226.875,250,5696,12367.70508,1594.428,1576,126226.4608,997,2396,581.0995842,585,59278.90589,0,985,14218953836
56,r_100_50_4,1,0.4,0.6,100,200,10,9259.664632,9395.641096,1952281.494,100,6381,11568.23027,1741.92,1697,92913.5336,1224,2356,498.136005,480,51241.08471,22,889.0848214,10319213859
57,r_100_50_4,1,0.4,0.6,150,200,10,9816.21417,9981.071429,2599569.656,150,6351,12606.53115,1691.393333,1679,91453.25196,1174,2285,509.6223285,515.5,54502.49263,35,931.9770115,12671588431
58,r_100_50_4,1,0.4,0.6,200,200,10,9207.494267,9446.185212,3180660.52,200,5460,12045.09584,1580.135,1571,104032.8568,1036,2238,489.3918242,476.5,70151.3497,0,986.2826087,13330923556
59,r_100_50_4,1,0.4,0.6,250,200,10,9832.662202,9984.767506,4313567.079,250,5929,13104.35372,1689.184,1644.5,124050.2781,1131,2358,622.5963862,624,83864.70249,0,1132.728111,15118827188
60,r_100_50_4,1,0.3,0.7,100,200,10,9763.730612,9734.579703,2506067.11,100,6734,12745.82036,1698.77,1674.5,78080.0171,1261,2216,530.0424015,482.5,68802.54489,54,1032,12887826694
61,r_100_50_4,1,0.3,0.7,150,200,10,9655.234485,9672.383178,2711839.276,150,6232,12664.60568,1677.733333,1655,86892.44889,1164,2209,488.5825983,506,79572.07847,0,1015,12759249274
62,r_100_50_4,1,0.3,0.7,200,200,10,10362.35967,10451.35897,4232584.836,200,6336,13658.96974,1594.14,1572,84580.7204,1100,2211,644.045324,664,64389.27888,0,1037,16448294096
63,r_100_50_4,1,0.3,0.7,250,200,10,9384.803365,9511.449339,3199876.115,250,5344,12632.85162,1577.204,1554,105952.4984,1006,2283,495.3556664,480,57949.30173,0,961,13716747763
64,r_100_50_4,1,0.2,0.8,100,200,10,8858.433904,9155.790465,4715091.327,100,4755.763636,12263.86374,1746.93,1732,91240.2451,1249,2248,511.2621862,509.5,58127.14792,0,983,10950853169
65,r_100_50_4,1,0.2,0.8,150,200,10,8832.584518,8901.769571,2890251.27,150,5302.771186,11974.49438,1762.6,1744,109565.7333,1224,2449,521.6005957,539.5,51641.43428,74,902,10290890341
66,r_100_50_4,1,0.2,0.8,200,200,10,9552.626484,9587.924694,2508862.425,200,6472,12090.79166,1678.445,1632,68639.73697,1226,2239,509.9866343,503,66699.02813,4,957.2168675,12718295483
67,r_100_50_4,1,0.2,0.8,250,200,10,9244.317804,9290.075994,3261567.277,250,5995,12479.73846,1686.08,1688,111037.9376,1134,2352,528.7610424,554,59755.83663,38,969.1895911,12627633179
68,r_100_50_4,1,0.1,0.9,100,200,10,9502.81752,9677.519569,2423363.623,100,6774.639948,11946.05189,1813.8,1787,73294,1311,2370,555.7199328,566.8378378,65795.32439,0,946.7752294,10596861211
69,r_100_50_4,1,0.1,0.9,150,200,10,9122.408639,9130.431364,3639531.887,150,5438,12521.44663,1806.826667,1779,125485.7033,1240,2522,537.9178102,560,67288.80444,22,930.361204,10683423222
70,r_100_50_4,1,0.1,0.9,200,200,10,8908.907525,9115.46729,3439623.959,200,5334,11945.04967,1714.575,1699,102130.4044,1236,2428,501.8616536,507,53704.07956,4,919.8791209,11071997573
71,r_100_50_4,1,0.1,0.9,250,200,10,8691.156394,8793.934681,3865392.868,250,5178,12047.08036,1678.776,1684,152215.1658,1041,2489,466.1170903,443.5,60540.70402,0,934.8333333,11311778196
72,r_100_75_8,1,0.9,0.1,100,200,10,14114.25505,14035.81833,1127698.649,100,12194.23893,16221.64122,1955.39,1950,25899.7179,1652,2243,861.2313206,899.5,43067.41637,313,1213.171533,21317474537
73,r_100_75_8,1,0.9,0.1,150,200,10,14764.00794,14825.65141,997993.215,150,12817,16462.27186,2015.053333,2002.5,31952.45049,1725,2395,908.4102745,915,82680.67289,137,1323.980545,22865075488
74,r_100_75_8,1,0.9,0.1,200,200,10,15176.8477,15236.32069,1239769.744,200,12600.55328,17169.19858,1973.155,1967,29795.06097,1657,2374,756.1710002,752,41281.16641,295,1095,20502013264
75,r_100_75_8,1,0.9,0.1,250,200,10,14964.15943,15114.5,1596942.061,250,11272,17127.74487,1881.352,1875.5,38801.4201,1445,2252,807.1884962,893.5,76774.49651,201,1305,25559951291
