,instance_name,sample_num,xover_rate,mut_rate,pop_size,num_gen,n_kp,mean_f1,median_f1,variance_f1,sample_size,min_f1,max_f1,mean_f2,median_f2,variance_f2,min_f2,max_f2,mean_f3,median_f3,variance_f3,min_f3,max_f3,hypervolume
0,r_300_50_8,1,0.8,0.2,200,200,3,167492.46221791598,169854.0,507368751.82893753,200,118296.0,202512.1229548835,4609.06,4568.5,398404.65639999986,3633,5815,51328.330780089156,51881.5,75786689.81501763,32793.0,66202.57800891531,43453608407843.8
1,r_300_50_8,1,0.8,0.2,250,200,3,162907.79868256333,162306.5,397891402.8431956,250,125674.0,196134.0,4529.404,4408.5,397689.4327839999,3627,5806,45625.128,46450.5,128806583.93561606,20642.0,63835.0,41104038996627.414
2,r_300_50_8,1,0.7,0.3,100,200,3,152579.12,152525.5,378881203.44560003,100,113624.0,183427.0,4539.93,4430.5,314487.6450999999,3699,5655,43858.0,43298.5,99314700.26,24593.0,60577.0,35914529208776.0
3,r_300_50_8,1,0.7,0.3,150,200,3,154914.54666666666,155011.0,416448768.56782216,150,118472.0,188933.0,4421.6,4329.0,374260.426666667,3528,5573,44315.50666666667,44584.5,127685621.48995557,21612.0,61379.0,38837192955415.0
4,r_300_50_8,1,0.7,0.3,200,200,3,161028.18403046092,160596.0,466000002.925564,200,123602.0,195590.0,4480.355,4365.5,425776.5389750001,3583,5919,49252.4025375,50069.5,93534704.16062613,28623.0,64437.5025,41940627040541.375
5,r_300_50_8,1,0.7,0.3,250,200,3,162861.924,163770.0,421207794.15022415,250,126306.0,194727.0,4424.024,4395.0,373257.87142400007,3483,5579,50113.816,50330.5,71600739.67814398,31698.0,64350.0,43105996319204.0
6,r_300_50_8,1,0.6,0.4,100,200,3,141847.10282393717,141082.5,531128264.85098845,100,101745.0,178607.0,4326.6,4198.0,398249.8600000001,3372,5600,43790.94,43998.0,69587358.73640002,27757.0,58056.0,35544889889642.984
7,r_300_50_8,1,0.6,0.4,150,200,3,143945.4203003003,145692.5,682186904.1220399,150,91386.0,181969.0,4326.033333333334,4218.0,642427.6855555557,3109,5879,44764.63333333333,43807.5,81014916.29888886,28431.0,60432.0,38132429190954.445
8,r_300_50_8,1,0.6,0.4,200,200,3,149875.59840959037,149792.5,632430508.0631343,200,99233.0,189781.64544564154,4297.43,4202.5,532543.7851000001,3150,5736,43810.345,44393.5,113352314.345975,24189.0,61723.0,40806072362182.516
9,r_300_50_8,1,0.6,0.4,250,200,3,158060.8677899741,158614.0,411979258.89543724,250,119681.0,190359.0,4459.492,4361.5,400106.26593600004,3480,5719,44126.90200991081,43577.0,104389720.58701581,21858.0,61313.0,39843093480368.34
