,instance_name,sample_num,xover_rate,mut_rate,pop_size,num_gen,n_kp,mean_f1,median_f1,variance_f1,sample_size,min_f1,max_f1,mean_f2,median_f2,variance_f2,min_f2,max_f2,mean_f3,median_f3,variance_f3,min_f3,max_f3,hypervolume
0,r_100_25_2,1,0.9,0.1,100,200,3,11253.48962328438,11395.0,7032246.816480789,100,6293.0,15431.608,1441.85,1399.0,152931.6474999999,797,2145,3485.1,3579.5,857887.7699999992,1774.0,4824.0,105778497326.96587
1,r_100_25_2,1,0.9,0.1,150,200,3,10919.67537365885,11088.5,8871767.005528651,150,5293.0,15883.50463576159,1384.68,1377.5,171663.4042666666,758,2175,3298.22,3353.0,1327391.9316000002,1029.0,5174.0,112423156026.71657
2,r_100_25_2,1,0.9,0.1,200,200,3,11226.357013513514,11189.0,7191177.341703545,200,5655.0,15272.402702702704,1374.2,1331.0,131067.78999999986,816,2043,3346.8,3393.0,936965.2500000006,1360.0,4973.0,110561607051.9324
3,r_100_25_2,1,0.9,0.1,250,200,3,12538.070520889694,12535.5,5365194.239045265,250,8069.0,16374.37165775401,1542.036,1518.5,117990.99470399994,965,2159,3937.633950470206,4029.5,552489.2009302817,2241.0,5169.0,115815550728.57141
4,r_100_25_2,1,0.8,0.2,100,200,3,11574.66513368984,11576.0,5866954.524296821,100,7526.0,15475.0,1498.32,1479.0,104847.1176,1006,2051,3595.43513368984,3647.0,744507.1836150048,1868.0,4980.513368983957,103820231119.94151
5,r_100_25_2,1,0.8,0.2,150,200,3,11745.476605101145,11852.5,4998782.811064659,150,7588.0,15177.245382585752,1512.84,1481.0,98511.84106666666,995,2090,3411.9333333333334,3458.0,783892.3022222219,1910.0,4925.0,101991025066.08441
6,r_100_25_2,1,0.8,0.2,200,200,3,11433.389561027147,11380.5,9585004.433440413,200,6160.0,16513.585657370517,1421.265,1389.5,159549.62477499997,790,2180,3325.25,3283.5,1630653.0775,1125.0,5398.0,118955944167.06122
7,r_100_25_2,1,0.8,0.2,250,200,3,11655.969382103069,11858.0,8975610.071185201,250,4897.0,16243.0,1429.052,1421.0,144025.26529600003,769,2135,3317.052,3260.0,1072545.6252960004,969.0,5270.0,118793645453.40442
8,r_100_25_2,1,0.7,0.3,100,200,3,11237.682224147147,11298.5,5754500.654753856,100,6988.0,14970.49797023004,1479.74,1427.0,142845.27240000007,903,2229,3469.376919404601,3520.0,649261.6995307585,1821.0,4867.848,100800312704.69937
9,r_100_25_2,1,0.7,0.3,150,200,3,11761.39002772374,11905.0,8789284.866736883,150,6628.0,16472.1734653682,1447.3,1435.5,159036.3166666666,813,2188,3659.957251600126,3638.0,1062087.0613395416,1638.0,5336.537837837838,119893974010.32913
10,r_100_25_2,1,0.7,0.3,200,200,3,11440.635,11525.0,8996996.501775,200,5771.0,16843.0,1385.795,1368.0,159826.51297500002,701,2147,3518.995,3572.5,1144455.3649750005,1579.0,5225.0,122959242585.0
