,instance_name,sample_num,xover_rate,mut_rate,pop_size,num_gen,n_kp,mean_f1,median_f1,variance_f1,sample_size,min_f1,max_f1,mean_f2,median_f2,variance_f2,min_f2,max_f2,mean_f3,median_f3,variance_f3,min_f3,max_f3,hypervolume
0,r_300_50_2,1,0.8,0.2,200,200,5,114323.12186101137,115609.0,88627246.64898552,200,94355.0,128719.0,5223.44,5236.5,173936.65639999983,4469,6087,20764.441600790513,20747.0,3776449.2164801722,16276.0,24343.0,9661631501454.73
1,r_300_50_2,1,0.8,0.2,250,200,5,116013.04093111937,117657.5,80564391.47576536,250,91936.0,128638.0,5247.192,5248.0,177304.04313600005,4441,6013,21112.752,21162.0,4730811.970495997,16270.0,24982.0,9953087056860.52
2,r_300_50_2,1,0.7,0.3,100,200,5,105235.75894738361,105354.5,121035637.1122604,100,85128.0,122656.52494061759,5145.51,5072.0,268782.1699,4402,6133,18072.467929431037,18136.0,9719106.723826822,11966.0,23302.59318001586,8657417590961.718
3,r_300_50_2,1,0.7,0.3,150,200,5,110217.43945794007,110335.5,70603922.23240826,150,92928.0,124120.1236133122,5241.02,5136.5,169829.56626666666,4523,6094,17610.666056034304,18053.5,13821487.17726138,8647.0,23309.426751592357,8703177210339.985
4,r_300_50_2,1,0.7,0.3,200,200,5,106420.24576794839,107121.0,135052362.564684,200,79437.0,125579.45,4903.04,4847.5,300646.96839999995,3999,5925,19042.01,19118.0,8456882.539900001,11079.0,23755.0,10003134442064.951
5,r_300_50_2,1,0.7,0.3,250,200,5,111637.696134011,113418.0,101826190.46351117,250,90869.0,127073.65826330532,5165.224,5114.0,199488.95782400004,4459,6131,17275.331854582335,17758.0,14318283.365711346,9125.0,23908.0,9301562441243.049
6,r_300_50_2,1,0.6,0.4,100,200,5,100265.95055283162,100946.5,135610875.09673956,100,78754.0,118619.36055469954,5068.98,4985.0,274445.2995999999,4282,6114,17162.7,17157.0,11755829.770000003,8861.0,22812.0,8337857004858.883
7,r_300_50_2,1,0.6,0.4,150,200,5,106075.69827461337,106499.5,119205348.82229966,150,83151.0,123506.02316602317,5014.28,4974.5,228246.0149333335,4248,5969,17936.666666666668,18199.0,14252362.98222222,9013.0,23898.0,9298472310891.828
8,r_300_50_2,1,0.6,0.4,200,200,5,110760.04925027996,111950.0,116145811.1375536,200,88379.0,128429.0357270532,5132.6,5070.5,285347.5400000002,4352,6191,19656.02656947734,19821.0,8587092.219245128,11934.0,24312.0,9741052036897.285
9,r_300_50_2,1,0.6,0.4,250,200,5,105491.85437203117,107725.0,146349365.9881879,250,82818.0,126118.9379363848,4913.464,4860.0,263725.7687040001,4155,6095,18048.455294636136,18111.0,8663359.870031372,11098.0,23710.0,9706451296331.281
10,r_300_50_2,1,0.5,0.5,100,200,5,101380.86763594339,101680.5,90056802.27304268,100,83811.0,117427.62249614792,5122.15,5074.5,211750.0075,4507,6040,17231.74,17750.0,8901166.192400001,10422.0,21848.0,7755492955894.101
11,r_300_50_2,1,0.5,0.5,150,200,5,104555.48445941626,106010.68034727703,129261367.76596037,150,80599.0,122961.0,5094.066666666667,5046.5,268772.55555555556,4285,6104,16486.40275775056,16639.0,15159354.981585063,7401.0,23075.0,8845294604604.46
12,r_300_50_2,1,0.5,0.5,200,200,5,104506.4819724175,105624.0,165671751.72222602,200,79521.0,123283.0,5063.71,5006.0,325724.33589999966,4241,6151,18705.615,18797.0,9340547.413441664,11072.0,23979.0,9274936662624.348
13,r_300_50_2,1,0.5,0.5,250,200,5,100828.46470684044,101373.0,218548719.75557205,250,69987.0,123781.88749016522,4888.368,4801.5,361910.19257599994,3938,6058,17025.173736932513,16861.5,15161424.448724631,9382.0,23873.0,9651026500238.91
14,r_300_50_2,1,0.4,0.6,100,200,5,97385.70036639582,97689.5,116475889.22842178,100,76750.0,114085.0,5033.61,4950.0,222087.81789999997,4326,6071,16833.08,16990.5,8197581.813600003,10680.0,21828.0,7742188518496.722
15,r_300_50_2,1,0.4,0.6,150,200,5,97835.02263220557,99029.0,205446325.95132867,150,68428.0,119970.11053050883,4974.233333333334,4890.5,409361.89888888877,4057,6261,14825.462590248404,14975.5,26255767.506501563,3374.0,22839.0,8554154626778.974
16,r_300_50_2,1,0.4,0.6,200,200,5,94311.71745612561,96348.0,208843730.8463779,200,64933.0,116698.0,4959.235,4898.0,392553.3697749999,3975,6182,14203.051396255849,14034.0,24882170.399714008,4693.0,22502.0,8163910281184.934
17,r_300_50_2,1,0.4,0.6,250,200,5,101481.50642494377,101433.0,169173375.24530476,250,75124.0,121775.11453567358,4966.496,4839.5,428625.21798400005,3958,6272,16496.409255062954,16683.5,15891448.97838288,8275.0,23363.0,9302892783314.006
18,r_300_50_2,1,0.30000000000000004,0.7,100,200,5,97051.89242710159,97861.0,108034695.5461005,100,77378.0,113825.45558550318,5205.1,5107.0,327139.61,4354,6360,16059.882191968349,16098.0,8926041.186571099,9564.0,21350.0,7282895450467.225
19,r_300_50_2,1,0.30000000000000004,0.7,150,200,5,102646.38764917855,103791.5,113721526.96656735,150,76759.0,119065.19849674331,5224.6466666666665,5175.5,327950.36182222224,4271,6455,17566.862323554684,17436.5,9276209.628829582,10676.0,22933.949301983837,8356534997295.985
20,r_300_50_2,1,0.30000000000000004,0.7,200,200,5,96565.35450431952,96771.84306853582,177393970.3660276,200,71053.0,118418.49606299213,5053.62,4999.0,421993.06560000003,3986,6356,14958.086640792457,14405.5,20687266.188013587,6123.0,22625.69610778443,8331412240227.504
21,r_300_50_2,1,0.30000000000000004,0.7,250,200,5,97877.67422449622,99452.0,201334888.09551528,250,68787.0,118814.78515625,4941.512,4882.0,436518.9698560003,3893,6350,16304.361695834023,16366.0,16794401.916097093,7408.0,23189.47388342165,8952652010332.113
22,r_300_50_2,1,0.19999999999999996,0.8,100,200,5,99916.42274718567,100508.0,92635313.07958226,100,81539.0,115125.1724310576,5547.75,5497.5,205600.8475,4854,6426,16754.91424366785,16609.0,11258984.003909895,9259.0,22246.0,6696025465659.584
23,r_300_50_2,1,0.19999999999999996,0.8,150,200,5,92179.33831590637,92500.0,159772095.05852836,150,67321.0,112418.60967964784,5270.2733333333335,5217.5,437748.6919555555,4259,6574,15509.88687494222,15569.5,12191389.69366433,8852.0,21786.267978803935,7049673887456.674
24,r_300_50_2,1,0.19999999999999996,0.8,200,200,5,97952.70674438051,98714.14747634069,108444474.71289882,200,75564.0,114145.09338602884,5232.78,5101.0,340787.11159999995,4331,6406,16095.294216206516,15950.0,12299057.177557698,8075.0,21840.37579113924,7539152816113.326
25,r_300_50_2,1,0.19999999999999996,0.8,250,200,5,92143.17572670557,91781.0,197562889.75055423,250,66465.0,117411.69132856006,4993.136,4959.5,452754.0695039998,3975,6274,14548.644341656898,15237.5,21101533.036370024,3955.0,22097.4568288854,7960682376157.643
26,r_300_50_2,1,0.09999999999999998,0.9,100,200,5,97845.90015699134,98917.41673243884,87930177.66284126,100,80972.0,112445.98110687707,5544.63,5505.5,173353.25309999994,4833,6252,15447.392499848458,15155.0,12774643.513653582,8431.0,21528.076923076922,6369925684732.554
27,r_300_50_2,1,0.09999999999999998,0.9,150,200,5,89943.31514608348,90313.5,144533533.37431496,150,68038.0,110628.48648648648,5348.1,5295.0,313177.95666666655,4369,6398,13146.127823023906,13226.0,21618166.47154905,4313.0,20911.73349056604,6391428625802.507
28,r_300_50_2,1,0.09999999999999998,0.9,200,200,5,90582.53466162669,91703.5,172761801.31188798,200,65674.0,111730.66754135056,5324.965,5190.5,348106.3637750002,4410,6542,15046.731010096391,15354.5,14291296.243981453,6841.0,21007.0,6641959666570.575
29,r_300_50_2,1,0.09999999999999998,0.9,250,200,5,92549.62246100033,92029.5,189551554.11345842,250,67223.0,116142.99104534449,5160.296,5119.0,312207.33638400014,4320,6385,14545.587220697,15038.0,27876905.464146625,2470.0,22353.940476190477,7466853778594.407
